codigo,nombre_serie,fecha_inicio,fecha_fin,ultima_actualizacion,categoria,categoria_url,periodicidad
PM04924AA,Demanda Interna sin Inventarios,1951,2024,18-07-2025,Producto bruto interno por tipo de gasto (variaciones porcentuales reales),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/producto-bruto-interno-por-tipo-de-gasto-variaciones-porcentuales-reales,Anual
PM40027BA,Exportaciones,1950,2024,06-06-2025,Balanza Comercial (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/balanza-comercial-mill-usd-a-bpm6,Anual
PM40028BA,Exportaciones - Productos Tradicionales,2012,2024,22-05-2025,Balanza Comercial (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/balanza-comercial-mill-usd-a-bpm6,Anual
PM40029BA,Exportaciones - Productos No Tradicionales,2012,2024,22-05-2025,Balanza Comercial (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/balanza-comercial-mill-usd-a-bpm6,Anual
PM40030BA,Exportaciones - Otros,2012,2024,22-05-2025,Balanza Comercial (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/balanza-comercial-mill-usd-a-bpm6,Anual
PM40031BA,Importaciones,1950,2024,06-06-2025,Balanza Comercial (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/balanza-comercial-mill-usd-a-bpm6,Anual
PM40032BA,Importaciones - Bienes de Consumo,2012,2024,22-05-2025,Balanza Comercial (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/balanza-comercial-mill-usd-a-bpm6,Anual
PM40033BA,Importaciones - Insumos,2012,2024,22-05-2025,Balanza Comercial (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/balanza-comercial-mill-usd-a-bpm6,Anual
PM40034BA,Importaciones - Bienes de Capital,2012,2024,22-05-2025,Balanza Comercial (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/balanza-comercial-mill-usd-a-bpm6,Anual
PM40035BA,Importaciones - Otros Bienes,2012,2024,22-05-2025,Balanza Comercial (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/balanza-comercial-mill-usd-a-bpm6,Anual
PM40036BA,Balanza  Comercial,2012,2024,22-05-2025,Balanza Comercial (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/balanza-comercial-mill-usd-a-bpm6,Anual
PM40056BA,Productos No Tradicionales - Sidero Metalúrgicos y Joyería,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40068BA,Total Exportaciones - Total,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40067BA,Total Exportaciones - Otros,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40066BA,Total Exportaciones - No Tradicionales,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40065BA,Total Exportaciones - Tradicionales,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40064BA,Total Exportaciones - Petróleo y Gas Natural,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40063BA,Total Exportaciones - Mineros,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40062BA,Total Exportaciones - Agrícolas,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40061BA,Total Exportaciones - Pesqueros,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40060BA,Total Exportaciones,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40059BA,Otros,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40058BA,Productos No Tradicionales - Otros,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40057BA,Productos No Tradicionales - Metal Mecánicos,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40044BA,Productos Tradicionales,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40055BA,Productos No Tradicionales - Minerales  No  Metálicos,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40054BA,Productos No Tradicionales - Químicos,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40053BA,Productos No Tradicionales - Maderas y Papeles y sus Manufacturas,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40052BA,Productos No Tradicionales - Textiles,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40051BA,Productos No Tradicionales - Pesqueros,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40050BA,Productos No Tradicionales - Agropecuarios,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40049BA,Productos No Tradicionales,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40048BA,Productos Tradicionales - Petróleo y Gas Natural,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40047BA,Productos Tradicionales - Mineros,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40046BA,Productos Tradicionales - Agrícolas,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40045BA,Productos Tradicionales - Pesqueros,2012,2024,22-05-2025,Exportaciones por Grupo de Productos (valores FOB millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/exportaciones-por-grupo-de-productos-mill-de-usd-a-bpm6,Anual
PM40241BA,Otros Bienes,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40252BA,Principales Alimentos - Carnes,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40251BA,Principales Alimentos - Soya,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40250BA,Principales Alimentos - Lácteos,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40249BA,Principales Alimentos - Azúcar,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40248BA,Principales Alimentos - Arroz,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40247BA,Principales Alimentos - Maíz y/o sorgo,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40246BA,Principales Alimentos - Trigo,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40245BA,Principales Alimentos,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40244BA,Total Importaciones - Zonas Francas,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40243BA,Total Importaciones - Admisión Temporal,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40242BA,Total Importaciones,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40229BA,Bienes de Consumo,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40240BA,Bienes de Capital - Equipos de Transporte,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40239BA,Bienes de Capital - Para la Industria,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40238BA,Bienes de Capital - Para la Agricultura,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40237BA,Bienes de Capital - Materiales de Construcción,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40236BA,Bienes de Capital,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40235BA,Bienes de Consumo - Materias Primas para la Industria,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40234BA,Bienes de Consumo - Materias Primas para la Agricultura,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40233BA,Bienes de Consumo - Combustibles Lubricantes y Conexos,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40232BA,Bienes de Consumo,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40231BA,Bienes de Consumo - Duraderos,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40230BA,Bienes de Consumo - No Duraderos,2012,2024,22-05-2025,Importaciones Según uso o destino económico - valores FOB (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/importaciones-segun-uso-o-destino-economico-a-bpm6,Anual
PM40306BA,Pasivos - Inversion Directa - Instrumentos de Deuda,2012,2024,22-05-2025,Cuenta Financiera del Sector Privado (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-privado-a-bpm6,Anual
PM40314BA,IDE en el País Metodología Antigua,2012,2024,22-05-2025,Cuenta Financiera del Sector Privado (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-privado-a-bpm6,Anual
PM40313BA,Total,2012,2024,22-05-2025,Cuenta Financiera del Sector Privado (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-privado-a-bpm6,Anual
PM40312BA,Pasivos - Préstamos - Amortización,2012,2024,22-05-2025,Cuenta Financiera del Sector Privado (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-privado-a-bpm6,Anual
PM40311BA,Pasivos - Préstamos - Desembolsos,2012,2024,22-05-2025,Cuenta Financiera del Sector Privado (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-privado-a-bpm6,Anual
PM40310BA,Pasivos - Préstamos,2012,2024,22-05-2025,Cuenta Financiera del Sector Privado (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-privado-a-bpm6,Anual
PM40309BA,Pasivos - Inversion de Cartera - Renta Fija,2012,2024,22-05-2025,Cuenta Financiera del Sector Privado (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-privado-a-bpm6,Anual
PM40308BA,Pasivos - Inversion de Cartera - Participaciones de Capital,2012,2024,22-05-2025,Cuenta Financiera del Sector Privado (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-privado-a-bpm6,Anual
PM40307BA,Pasivos - Inversion de Cartera,2012,2024,22-05-2025,Cuenta Financiera del Sector Privado (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-privado-a-bpm6,Anual
PM40298BA,Activos,2012,2024,22-05-2025,Cuenta Financiera del Sector Privado (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-privado-a-bpm6,Anual
PM40305BA,Pasivos - Inversion Directa - Patrimonio - Aportes y Otras Operaciones de Capital,2012,2024,22-05-2025,Cuenta Financiera del Sector Privado (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-privado-a-bpm6,Anual
PM40304BA,Pasivos - Inversion Directa - Patrimonio - Reinversión,2012,2024,22-05-2025,Cuenta Financiera del Sector Privado (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-privado-a-bpm6,Anual
PM40303BA,Pasivos - Inversion Directa - Patrimonio,2012,2024,22-05-2025,Cuenta Financiera del Sector Privado (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-privado-a-bpm6,Anual
PM40302BA,Pasivos - Inversion Directa,2012,2024,22-05-2025,Cuenta Financiera del Sector Privado (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-privado-a-bpm6,Anual
PM40301BA,Pasivos,2012,2024,22-05-2025,Cuenta Financiera del Sector Privado (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-privado-a-bpm6,Anual
PM40300BA,Activos - Inversión de Cartera,2012,2024,22-05-2025,Cuenta Financiera del Sector Privado (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-privado-a-bpm6,Anual
PM40299BA,Activos - Inversión Directa,2012,2024,22-05-2025,Cuenta Financiera del Sector Privado (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-privado-a-bpm6,Anual
PM40327BA,Pasivos - Inversión de Cartera - Otras Operaciones - Bonos del gobierno general adquiridos por no residentes,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40339BA,Total,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40338BA,Pasivos - BCRP Otras Operaciones,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40337BA,Pasivos - Préstamos - Amortizaciones - Empresas No Financieras,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40336BA,Pasivos - Préstamos - Amortizaciones - Empresas Financieras,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40335BA,Pasivos - Préstamos - Amortizaciones - Gobierno general,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40334BA,Pasivos - Préstamos - Amortizaciones,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40333BA,Pasivos - Préstamos - Desembolsos - Empresas No Financieras,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40332BA,Pasivos - Préstamos - Desembolsos - Empresas Financieras,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40331BA,Pasivos - Préstamos - Desembolsos - Gobierno General,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40330BA,Pasivos - Préstamos - Desembolsos,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40329BA,Pasivos - Préstamos,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40328BA,Pasivos - Inversión de Cartera - Otras Operaciones - Bonos Globales Adquiridos por Residentes,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40315BA,Activos,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40326BA,Pasivos - Inversión de Cartera - Otras Operaciones,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40325BA,Pasivos - Inversión de Cartera - Amortizaciones - Empresas No Financieras,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40324BA,Pasivos - Inversión de Cartera - Amortizaciones - Empresas Financieras,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40323BA,Pasivos - Inversión de Cartera - Amortizaciones - Gobierno General,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40322BA,Pasivos - Inversión de Cartera - Amortizaciones,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40321BA,Pasivos - Inversión de Cartera - Emisiones - Empresas No Financieras,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40320BA,Pasivos - Inversión de Cartera - Emisiones - Empresas Financieras,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40319BA,Pasivos - Inversión de Cartera - Emisiones - Gobierno General,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40318BA,Pasivos - Inversión de Cartera - Emisiones,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40317BA,Pasivos - Inversión de Cartera,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
PM40316BA,Pasivos,2012,2024,22-05-2025,Cuenta Financiera del Sector Público (millones US$),https://estadisticas.bcrp.gob.pe/estadisticas/series/anuales/cuenta-financiera-del-sector-publico-a-bpm6,Anual
